user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk,productivity_index,work_intensity
29,Weekend,5.06,6.93,1,5,No,5.85,78.0,37.99,Low,15.415019762845851,7.93
29,Weekday,8.66,10.58,1,5,Yes,6.71,63.2,51.94,Low,7.297921478060046,11.58
29,Weekday,5.95,9.28,1,4,Yes,8.12,62.7,56.75,Low,10.53781512605042,10.28
29,Weekend,5.93,9.39,1,2,No,8.41,61.5,60.8,Low,10.370994940978077,10.39
29,Weekend,4.39,7.96,2,2,Yes,5.99,58.0,67.82,Low,13.211845102505695,9.96
29,Weekend,3.21,7.07,2,5,No,8.65,67.5,63.35,Low,21.02803738317757,9.07
29,Weekday,7.86,10.63,1,5,Yes,5.93,50.1,78.2,Medium,6.374045801526718,11.63
29,Weekday,8.19,11.12,4,2,No,7.41,48.2,87.92,Medium,5.885225885225886,15.12
30,Weekday,6.9,10.89,5,3,No,6.39,87.2,16.34,Low,12.63768115942029,15.89
30,Weekend,3.0,4.75,1,4,Yes,6.89,83.1,18.67,Low,27.7,5.75
30,Weekday,8.84,11.12,2,4,No,7.49,84.4,23.88,Low,9.547511312217196,13.12
30,Weekend,3.31,7.27,1,1,No,4.5,93.1,23.05,Low,28.126888217522655,8.27
30,Weekday,9.63,13.27,2,5,No,7.25,70.3,39.01,Low,7.300103842159916,15.27
30,Weekday,7.62,10.03,3,4,Yes,6.65,73.2,44.75,Low,9.606299212598426,13.03
30,Weekend,3.35,6.65,0,5,No,7.59,73.3,43.66,Low,21.88059701492537,6.65
30,Weekend,4.7,8.09,1,4,No,7.02,72.9,45.38,Low,15.51063829787234,9.09
30,Weekday,7.37,10.65,2,1,No,7.09,60.7,56.09,Low,8.236092265943013,12.65
30,Weekend,4.04,6.77,2,2,No,6.52,59.6,58.61,Low,14.752475247524753,8.77
31,Weekday,8.46,11.2,4,5,No,5.84,76.0,24.75,Low,8.983451536643026,15.2
31,Weekend,3.0,4.97,0,3,Yes,8.92,91.8,17.88,Low,30.599999999999998,4.97
31,Weekday,7.65,9.52,6,4,Yes,6.42,76.7,33.37,Low,10.026143790849673,15.52
31,Weekday,7.21,11.15,1,5,Yes,5.09,71.5,42.71,Low,9.916782246879334,12.15
31,Weekday,10.4,13.32,3,4,Yes,7.73,60.4,57.71,Low,5.8076923076923075,16.32
31,Weekday,8.1,11.47,1,1,Yes,5.55,52.0,70.4,Medium,6.419753086419753,12.47
31,Weekend,4.54,6.47,1,1,Yes,9.59,58.2,70.14,Medium,12.819383259911895,7.47
31,Weekday,9.04,10.96,4,4,No,5.63,49.7,82.41,Medium,5.49778761061947,14.96
31,Weekend,3.2,5.56,1,3,No,9.9,54.9,78.59,Medium,17.15625,6.56
31,Weekend,3.8,5.58,0,4,No,7.55,50.5,79.52,Medium,13.289473684210527,5.58
32,Weekday,7.74,10.81,3,3,No,7.45,85.0,20.75,Low,10.981912144702843,13.81
32,Weekday,9.64,13.26,5,2,No,8.14,79.6,37.36,Low,8.25726141078838,18.259999999999998
32,Weekday,8.82,11.47,3,3,No,7.83,65.8,53.41,Low,7.46031746031746,14.47
32,Weekday,8.79,12.11,3,4,Yes,7.76,58.4,68.94,Low,6.643913538111491,15.11
32,Weekend,6.1,7.82,3,4,No,6.14,54.4,76.87,Medium,8.918032786885247,10.82
32,Weekday,10.44,12.38,1,3,Yes,8.78,40.0,95.24,Medium,3.831417624521073,13.38
32,Weekday,10.29,11.92,3,4,Yes,6.77,40.0,110.22,High,3.8872691933916426,14.92
32,Weekday,6.54,9.35,5,5,No,7.62,40.0,117.77,High,6.116207951070336,14.35
32,Weekday,10.15,14.03,4,2,Yes,8.79,40.0,134.04,High,3.9408866995073892,18.03
32,Weekday,8.31,11.32,4,4,No,8.17,40.0,143.92,High,4.813477737665463,15.32
33,Weekend,6.02,7.77,0,4,No,6.28,89.7,16.68,Low,14.900332225913623,7.77
33,Weekday,7.22,10.74,6,3,No,6.55,71.5,34.73,Low,9.903047091412743,16.740000000000002
33,Weekday,8.01,10.65,3,2,No,5.74,71.5,45.12,Low,8.926342072409488,13.65
33,Weekday,9.01,10.95,5,3,Yes,5.21,61.1,64.26,Low,6.781354051054384,15.95
33,Weekday,7.91,10.98,4,5,No,4.83,52.8,77.92,Medium,6.675094816687737,14.98
33,Weekday,9.74,13.26,3,4,No,7.72,40.0,93.98,Medium,4.1067761806981515,16.259999999999998
33,Weekday,6.25,9.12,2,2,No,6.37,40.0,100.57,Medium,6.4,11.12
33,Weekday,9.97,12.38,2,1,Yes,5.86,40.0,115.47,High,4.012036108324975,14.38
33,Weekday,8.91,11.08,1,2,No,5.7,40.0,125.49,High,4.489337822671156,12.08
33,Weekday,7.35,9.78,7,5,No,7.94,40.0,134.61,High,5.442176870748299,16.78
34,Weekday,8.5,10.55,2,5,Yes,6.22,84.6,22.33,Low,9.952941176470588,12.55
34,Weekend,6.13,10.1,1,1,No,6.38,79.2,29.27,Low,12.920065252854814,11.1
34,Weekday,9.59,12.12,6,2,Yes,5.69,68.6,45.52,Low,7.153284671532846,18.119999999999997
34,Weekend,5.16,7.5,1,4,No,7.62,66.0,47.94,Low,12.790697674418604,8.5
34,Weekend,4.23,6.83,3,5,Yes,5.85,56.7,55.24,Low,13.404255319148936,9.83
34,Weekend,5.72,8.95,1,2,No,6.22,59.3,57.97,Low,10.367132867132867,9.95
34,Weekend,3.67,5.47,2,4,Yes,8.46,57.5,59.8,Low,15.66757493188011,7.47
34,Weekday,8.37,10.29,4,2,Yes,6.51,57.4,68.82,Low,6.857825567502987,14.29
34,Weekday,8.55,10.69,6,1,No,8.09,52.3,79.32,Medium,6.116959064327484,16.689999999999998
34,Weekday,8.4,10.69,1,2,No,7.01,42.5,89.1,Medium,5.059523809523809,11.69
35,Weekday,8.0,11.66,2,1,Yes,6.37,83.6,21.47,Low,10.45,13.66
35,Weekday,10.27,13.91,2,4,No,8.53,73.8,35.11,Low,7.185978578383642,15.91
35,Weekend,3.45,6.49,0,1,No,8.12,80.2,32.62,Low,23.246376811594203,6.49
35,Weekday,7.45,9.78,2,2,Yes,9.16,76.4,41.61,Low,10.25503355704698,11.78
35,Weekend,4.96,6.75,0,5,No,5.69,73.1,44.41,Low,14.73790322580645,6.75
35,Weekday,8.28,10.18,5,4,No,6.26,68.3,56.09,Low,8.248792270531402,15.18
35,Weekend,3.2,5.11,1,3,No,7.67,58.7,59.21,Low,18.34375,6.11
35,Weekend,4.04,7.2,0,5,Yes,4.74,67.0,59.28,Low,16.584158415841586,7.2
35,Weekend,4.4,7.56,0,3,Yes,6.77,59.9,65.46,Low,13.613636363636362,7.56
35,Weekday,6.47,10.13,3,3,Yes,4.5,43.7,82.19,Medium,6.754250386398764,13.13
36,Weekday,7.76,11.65,1,4,No,8.56,90.0,16.3,Low,11.597938144329897,12.65
36,Weekend,3.94,7.17,0,4,No,6.46,92.0,15.82,Low,23.3502538071066,7.17
36,Weekday,8.5,10.8,3,2,No,6.66,83.6,23.79,Low,9.835294117647058,13.8
36,Weekend,4.22,7.83,0,3,Yes,6.63,77.7,27.79,Low,18.412322274881518,7.83
36,Weekend,3.11,6.66,1,3,No,9.1,87.4,23.42,Low,28.102893890675244,7.66
36,Weekday,9.73,12.15,5,3,No,7.48,85.4,29.83,Low,8.776978417266188,17.15
36,Weekend,3.0,5.14,1,3,No,5.95,78.5,32.74,Low,26.166666666666668,6.14
36,Weekend,3.96,7.46,1,2,No,6.91,79.8,33.25,Low,20.151515151515152,8.46
36,Weekday,7.48,10.63,3,1,Yes,6.41,71.2,42.01,Low,9.518716577540106,13.63
36,Weekday,8.93,11.04,1,4,Yes,6.73,67.4,48.11,Low,7.5475923852183655,12.04
37,Weekday,7.81,9.84,0,4,No,7.04,80.4,19.91,Low,10.294494238156211,9.84
37,Weekday,11.03,14.09,2,2,No,5.98,82.4,25.67,Low,7.470534904805078,16.09
37,Weekend,3.99,7.66,1,5,No,7.82,94.7,20.84,Low,23.734335839598998,8.66
37,Weekday,10.32,12.6,1,3,No,9.0,82.0,30.2,Low,7.945736434108527,13.6
37,Weekend,3.26,4.8,0,1,No,6.4,77.3,32.23,Low,23.711656441717793,4.8
37,Weekday,8.58,12.09,1,1,No,5.54,79.6,36.3,Low,9.277389277389277,13.09
37,Weekday,8.04,11.84,2,2,Yes,9.11,67.8,45.49,Low,8.432835820895523,13.84
37,Weekday,8.5,12.26,9,2,Yes,7.2,62.9,55.36,Low,7.3999999999999995,21.259999999999998
37,Weekend,6.36,10.15,2,3,Yes,7.96,64.5,58.19,Low,10.141509433962264,12.15
37,Weekend,3.37,7.36,0,1,No,7.56,67.1,57.56,Low,19.910979228486646,7.36
38,Weekend,6.42,8.82,0,3,No,6.63,90.2,17.38,Low,14.049844236760125,8.82
38,Weekend,5.65,8.33,1,2,No,5.69,80.1,25.47,Low,14.176991150442475,9.33
38,Weekday,5.94,8.88,4,5,No,5.86,75.8,32.1,Low,12.76094276094276,12.88
38,Weekend,3.0,4.7,0,1,No,6.86,79.1,30.59,Low,26.366666666666664,4.7
38,Weekend,5.63,8.4,1,1,No,6.82,78.2,34.72,Low,13.889875666074602,9.4
38,Weekend,7.08,8.78,0,4,Yes,7.68,66.5,43.74,Low,9.392655367231638,8.78
38,Weekday,9.33,13.18,2,1,No,7.65,60.8,54.58,Low,6.516613076098606,15.18
38,Weekend,3.0,6.26,1,1,Yes,6.17,61.3,57.23,Low,20.433333333333334,7.26
38,Weekend,3.3,6.94,1,1,No,6.28,68.7,56.02,Low,20.81818181818182,7.94
38,Weekday,9.06,12.67,1,3,No,5.82,48.8,71.81,Medium,5.3863134657836635,13.67
39,Weekday,8.82,10.8,4,3,Yes,6.68,82.9,26.43,Low,9.399092970521542,14.8
39,Weekend,5.08,7.4,3,3,Yes,7.27,76.6,33.72,Low,15.078740157480313,10.4
39,Weekday,8.2,10.64,3,4,Yes,6.27,67.6,46.01,Low,8.24390243902439,13.64
39,Weekday,12.14,15.22,1,1,No,5.17,64.2,60.03,Low,5.28830313014827,16.22
39,Weekend,3.49,6.38,1,5,Yes,6.02,54.0,66.01,Low,15.472779369627506,7.38
39,Weekend,3.93,7.14,2,4,No,6.45,47.3,70.4,Medium,12.03562340966921,9.14
39,Weekend,4.28,6.62,2,3,No,6.05,56.5,69.1,Low,13.200934579439252,8.620000000000001
39,Weekend,4.29,7.61,0,5,Yes,6.3,52.7,72.87,Medium,12.284382284382286,7.61
39,Weekday,9.98,12.74,2,2,Yes,5.51,42.7,88.42,Medium,4.278557114228457,14.74
39,Weekday,8.35,12.1,2,5,Yes,6.54,40.0,97.76,Medium,4.790419161676647,14.1
40,Weekday,9.53,11.8,4,4,No,8.02,81.8,24.88,Low,8.583420776495279,15.8
40,Weekend,5.51,8.18,0,3,Yes,6.92,81.7,29.62,Low,14.827586206896553,8.18
40,Weekend,4.95,6.78,1,2,No,6.96,76.7,34.35,Low,15.494949494949495,7.78
40,Weekday,9.56,11.73,3,4,Yes,6.14,66.0,51.07,Low,6.903765690376568,14.73
40,Weekend,4.21,7.77,2,4,No,6.67,72.5,50.96,Low,17.220902612826603,9.77
40,Weekend,3.0,6.9,3,2,Yes,5.24,66.0,59.05,Low,22.0,9.9
40,Weekday,8.47,12.23,2,4,No,5.01,47.8,76.15,Medium,5.643447461629279,14.23
40,Weekend,5.35,7.87,1,4,Yes,7.9,44.2,81.53,Medium,8.261682242990656,8.870000000000001
40,Weekday,7.63,11.2,1,4,No,6.47,40.8,89.69,Medium,5.347313237221494,12.2
40,Weekday,6.86,10.67,3,1,No,8.14,40.0,97.46,Medium,5.830903790087463,13.67
41,Weekday,9.7,12.8,4,4,Yes,6.74,82.8,30.28,Low,8.536082474226804,16.8
41,Weekend,6.03,7.76,1,4,No,7.15,76.2,36.45,Low,12.63681592039801,8.76
41,Weekday,8.77,10.9,5,2,No,10.09,66.5,50.36,Low,7.582668187001141,15.9
41,Weekday,8.76,10.32,1,5,Yes,7.99,58.4,62.34,Low,6.666666666666667,11.32
41,Weekend,5.38,7.91,1,1,Yes,6.82,50.6,72.38,Medium,9.405204460966543,8.91
41,Weekday,7.4,10.03,1,3,No,7.77,49.2,79.17,Medium,6.648648648648649,11.03
41,Weekday,9.58,11.26,2,2,No,10.8,40.9,90.61,Medium,4.2693110647181625,13.26
41,Weekday,6.62,8.76,1,1,No,7.25,44.6,95.34,Medium,6.737160120845922,9.76
41,Weekend,3.76,6.4,1,3,No,8.64,47.5,93.89,Medium,12.632978723404255,7.4
41,Weekend,3.1,6.3,1,1,No,7.07,40.0,98.17,Medium,12.903225806451612,7.3
42,Weekday,7.55,11.09,0,2,Yes,6.77,90.4,21.29,Low,11.973509933774835,11.09
42,Weekend,3.0,4.62,1,1,No,8.78,78.0,25.26,Low,26.0,5.62
42,Weekday,8.36,12.08,1,1,No,6.07,66.8,39.18,Low,7.99043062200957,13.08
42,Weekday,8.1,9.64,1,5,No,6.94,80.8,39.19,Low,9.975308641975309,10.64
42,Weekend,5.12,8.95,1,2,No,6.65,63.1,50.34,Low,12.32421875,9.95
42,Weekday,8.97,12.25,1,1,No,6.38,49.9,65.5,Low,5.56298773690078,13.25
42,Weekend,3.26,6.96,1,5,No,8.47,65.8,57.88,Low,20.1840490797546,7.96
42,Weekend,5.44,7.09,0,4,No,5.48,55.4,64.71,Low,10.183823529411764,7.09
42,Weekday,5.36,9.3,2,5,Yes,7.34,65.9,65.68,Low,12.294776119402986,11.3
42,Weekend,6.35,9.66,2,3,No,6.32,53.3,76.75,Medium,8.393700787401574,11.66
43,Weekend,5.29,6.91,1,3,Yes,7.53,88.3,13.86,Low,16.69187145557656,7.91
43,Weekday,9.19,11.4,2,3,No,8.24,93.5,18.1,Low,10.174102285092493,13.4
43,Weekday,7.58,9.85,1,1,Yes,6.32,79.0,31.17,Low,10.422163588390502,10.85
43,Weekend,3.18,6.84,0,2,Yes,5.1,85.1,31.46,Low,26.761006289308174,6.84
43,Weekday,8.15,11.49,2,3,Yes,8.82,76.9,41.46,Low,9.43558282208589,13.49
43,Weekend,6.98,9.24,2,4,Yes,7.26,63.0,52.58,Low,9.025787965616045,11.24
43,Weekday,9.34,13.14,4,4,No,6.86,51.1,65.87,Low,5.471092077087794,17.14
43,Weekend,5.49,8.91,2,3,No,6.33,66.3,63.55,Low,12.076502732240437,10.91
43,Weekday,8.46,11.05,6,1,No,6.68,55.8,77.13,Medium,6.5957446808510625,17.05
43,Weekday,8.03,11.29,0,1,No,7.09,45.6,86.9,Medium,5.678704856787049,11.29
44,Weekend,3.97,6.18,1,3,Yes,7.98,94.3,10.29,Low,23.75314861460957,7.18
44,Weekend,4.1,7.43,1,1,Yes,6.72,90.6,16.54,Low,22.097560975609756,8.43
44,Weekend,5.22,7.13,1,4,No,7.87,86.7,19.66,Low,16.60919540229885,8.129999999999999
44,Weekend,3.98,6.08,1,5,No,7.82,83.3,20.45,Low,20.929648241206028,7.08
44,Weekend,3.13,4.72,1,2,Yes,6.15,90.7,20.0,Low,28.977635782747605,5.72
44,Weekday,7.58,11.07,1,1,Yes,7.5,77.2,34.62,Low,10.184696569920845,12.07
44,Weekday,9.28,12.74,4,3,No,5.95,62.6,52.47,Low,6.745689655172415,16.740000000000002
44,Weekday,9.12,12.18,3,3,Yes,6.12,53.5,68.78,Low,5.866228070175439,15.18
44,Weekend,4.38,7.96,4,5,No,6.97,50.8,73.27,Medium,11.598173515981735,11.96
44,Weekend,4.37,7.12,0,3,No,5.9,62.0,70.7,Medium,14.187643020594965,7.12
45,Weekday,10.59,13.19,7,2,No,4.76,83.4,25.87,Low,7.875354107648726,20.189999999999998
45,Weekend,4.43,6.24,1,3,Yes,7.53,68.8,33.36,Low,15.530474040632054,7.24
45,Weekday,7.17,9.33,3,2,No,7.57,79.0,33.14,Low,11.018131101813111,12.33
45,Weekday,7.63,9.96,7,1,No,7.02,73.3,41.72,Low,9.606815203145478,16.96
45,Weekday,11.07,14.66,4,3,Yes,7.03,67.8,52.59,Low,6.124661246612466,18.66
45,Weekend,4.33,7.81,1,4,No,7.06,51.2,60.13,Low,11.824480369515012,8.809999999999999
45,Weekend,5.38,9.08,1,4,Yes,8.07,63.4,57.65,Low,11.784386617100372,10.08
45,Weekday,9.57,11.11,0,5,No,4.64,71.9,59.02,Low,7.513061650992686,11.11
45,Weekend,3.89,5.68,3,2,No,7.78,61.5,64.3,Low,15.809768637532134,8.68
45,Weekend,4.08,6.32,0,2,Yes,7.32,63.2,65.04,Low,15.490196078431373,6.32
46,Weekday,7.18,8.8,2,3,Yes,9.34,79.7,18.09,Low,11.100278551532034,10.8
46,Weekday,8.8,12.08,5,4,No,8.06,82.3,26.0,Low,9.352272727272727,17.08
46,Weekday,8.53,11.95,4,2,Yes,8.08,79.9,37.54,Low,9.366940211019932,15.95
46,Weekend,3.24,6.14,1,4,No,5.17,75.6,40.24,Low,23.33333333333333,7.14
46,Weekday,8.38,10.49,7,2,No,8.1,58.8,57.0,Low,7.01670644391408,17.490000000000002
46,Weekend,4.54,6.15,1,3,No,6.94,64.6,56.09,Low,14.22907488986784,7.15
46,Weekday,9.93,11.67,5,4,No,6.28,58.8,69.26,Low,5.921450151057401,16.67
46,Weekend,3.0,4.65,3,4,Yes,7.33,44.7,76.68,Medium,14.9,7.65
46,Weekday,7.1,8.68,5,2,No,8.1,45.8,83.14,Medium,6.450704225352113,13.68
46,Weekend,3.83,5.52,0,4,No,7.11,46.6,82.17,Medium,12.167101827676241,5.52
47,Weekend,3.0,5.6,2,1,Yes,7.1,90.6,14.34,Low,30.2,7.6
47,Weekday,7.4,10.85,2,5,Yes,6.35,78.6,25.11,Low,10.621621621621621,12.85
47,Weekday,7.52,9.91,1,3,No,7.78,74.5,30.62,Low,9.906914893617023,10.91
47,Weekend,3.72,6.05,0,5,No,7.28,81.1,27.19,Low,21.8010752688172,6.05
47,Weekend,3.8,7.73,0,3,No,5.17,88.8,25.59,Low,23.36842105263158,7.73
47,Weekend,5.39,9.35,0,5,Yes,5.66,84.5,30.81,Low,15.67717996289425,9.35
47,Weekday,8.11,11.86,0,3,No,6.21,72.9,40.63,Low,8.988902589395808,11.86
47,Weekday,8.44,11.65,3,3,Yes,9.59,72.2,47.35,Low,8.554502369668247,14.65
47,Weekend,3.0,6.85,0,1,Yes,5.54,61.0,54.32,Low,20.333333333333332,6.85
47,Weekday,9.58,11.37,0,4,No,5.75,62.5,59.61,Low,6.524008350730689,11.37
48,Weekend,3.0,6.5,1,2,Yes,6.82,89.7,11.9,Low,29.900000000000002,7.5
48,Weekend,3.28,6.88,0,3,No,6.67,98.5,8.46,Low,30.03048780487805,6.88
48,Weekend,3.0,6.62,0,5,Yes,6.79,85.9,13.77,Low,28.633333333333336,6.62
48,Weekday,9.26,12.36,3,3,No,7.22,91.2,15.85,Low,9.848812095032399,15.36
48,Weekday,8.73,12.0,5,3,No,8.2,89.4,20.71,Low,10.240549828178695,17.0
48,Weekday,10.52,12.19,0,2,Yes,8.35,79.7,28.97,Low,7.576045627376426,12.19
48,Weekday,8.19,10.3,7,4,No,6.9,71.4,36.7,Low,8.717948717948719,17.3
48,Weekday,8.86,12.67,1,3,Yes,6.06,81.2,37.38,Low,9.164785553047405,13.67
48,Weekend,5.51,8.32,0,5,No,7.49,75.5,40.28,Low,13.702359346642469,8.32
48,Weekend,4.89,7.12,1,1,No,6.06,80.5,39.88,Low,16.462167689161554,8.120000000000001
49,Weekday,11.13,14.85,4,3,No,6.33,88.7,17.44,Low,7.969451931716082,18.85
49,Weekday,7.76,9.59,0,2,No,5.74,88.3,20.17,Low,11.378865979381443,9.59
49,Weekend,4.15,7.91,1,2,No,7.08,89.7,20.5,Low,21.6144578313253,8.91
49,Weekend,5.54,7.5,3,4,No,8.78,82.1,24.57,Low,14.819494584837544,10.5
49,Weekend,6.11,7.92,1,3,Yes,7.95,73.6,29.81,Low,12.045826513911619,8.92
49,Weekend,4.24,7.17,0,2,No,7.37,85.2,25.64,Low,20.09433962264151,7.17
49,Weekday,10.57,13.43,3,1,No,4.8,78.3,33.81,Low,7.407757805108798,16.43
49,Weekday,7.72,9.36,0,2,Yes,6.98,77.3,37.05,Low,10.012953367875648,9.36
49,Weekday,8.52,11.4,2,4,No,6.89,72.8,41.84,Low,8.544600938967136,13.4
49,Weekend,4.41,8.09,0,2,No,7.88,72.5,42.5,Low,16.439909297052154,8.09
50,Weekday,9.82,13.4,1,2,No,7.53,92.6,14.68,Low,9.429735234215885,14.4
50,Weekend,4.31,7.02,2,4,Yes,8.51,88.5,17.53,Low,20.533642691415317,9.02
50,Weekend,3.0,6.74,1,4,No,8.84,98.3,13.0,Low,32.766666666666666,7.74
50,Weekday,8.76,12.01,1,5,Yes,7.72,91.1,19.65,Low,10.399543378995434,13.01
50,Weekday,9.02,12.44,2,4,Yes,6.14,81.8,28.38,Low,9.068736141906873,14.44
50,Weekday,7.27,9.11,3,4,Yes,4.94,77.1,34.51,Low,10.605226960110041,12.11
50,Weekend,4.9,6.41,2,4,No,6.29,79.1,34.9,Low,16.14285714285714,8.41
50,Weekday,6.86,9.73,2,2,No,8.16,77.4,38.11,Low,11.282798833819243,11.73
50,Weekend,4.43,7.42,2,5,Yes,8.2,75.2,40.22,Low,16.975169300225737,9.42
50,Weekday,6.44,9.74,2,5,Yes,5.87,71.3,45.03,Low,11.071428571428571,11.74
51,Weekday,8.33,10.41,2,3,Yes,7.49,87.4,14.95,Low,10.492196878751502,12.41
51,Weekday,10.98,12.49,9,3,No,5.28,80.2,26.37,Low,7.304189435336976,21.490000000000002
51,Weekend,6.69,9.64,0,5,No,6.94,79.8,28.29,Low,11.928251121076231,9.64
51,Weekday,9.42,11.77,3,3,Yes,7.81,83.3,32.55,Low,8.842887473460722,14.77
51,Weekday,9.61,11.19,4,4,Yes,6.51,75.1,41.99,Low,7.814776274713839,15.19
51,Weekend,4.6,7.11,3,3,No,5.76,71.5,45.56,Low,15.543478260869566,10.11
51,Weekend,4.42,7.69,1,1,No,7.46,75.1,45.44,Low,16.990950226244344,8.690000000000001
51,Weekday,9.37,12.93,5,5,No,8.0,57.4,57.66,Low,6.125933831376734,17.93
51,Weekend,5.46,7.59,0,4,No,7.33,58.3,58.12,Low,10.677655677655677,7.59
51,Weekday,7.23,10.57,3,5,No,8.94,65.1,57.97,Low,9.00414937759336,13.57
52,Weekend,5.74,8.82,0,5,No,7.9,96.0,8.94,Low,16.72473867595819,8.82
52,Weekend,3.19,4.78,2,2,No,6.72,93.8,10.75,Low,29.404388714733543,6.78
52,Weekend,4.58,7.74,1,2,No,6.67,83.1,17.83,Low,18.14410480349345,8.74
52,Weekday,11.88,15.7,2,2,Yes,6.27,74.3,36.68,Low,6.254208754208753,17.7
52,Weekend,4.04,6.48,1,1,No,6.81,79.4,36.75,Low,19.653465346534656,7.48
52,Weekend,3.47,6.14,0,5,No,7.87,87.5,31.89,Low,25.216138328530256,6.14
52,Weekday,8.41,11.46,3,1,No,5.23,66.6,50.7,Low,7.919143876337692,14.46
52,Weekend,4.13,7.28,0,1,No,8.75,63.0,52.78,Low,15.254237288135593,7.28
52,Weekend,4.42,7.17,0,2,No,7.09,70.0,51.43,Low,15.83710407239819,7.17
52,Weekday,10.05,13.6,3,3,No,8.06,61.1,65.12,Low,6.079601990049751,16.6
53,Weekday,9.2,10.73,2,5,No,5.57,87.6,17.89,Low,9.521739130434783,12.73
53,Weekend,3.44,7.15,4,2,Yes,7.34,89.0,19.81,Low,25.872093023255815,11.15
53,Weekday,8.51,11.45,2,2,No,7.01,93.3,22.38,Low,10.963572267920094,13.45
53,Weekend,4.54,6.6,0,1,No,6.98,81.4,28.1,Low,17.929515418502202,6.6
53,Weekday,7.69,9.55,3,5,No,4.65,74.7,34.72,Low,9.713914174252276,12.55
53,Weekend,5.39,7.93,1,5,No,6.55,79.3,34.07,Low,14.712430426716141,8.93
53,Weekend,5.53,8.67,0,1,Yes,6.88,69.4,40.84,Low,12.549728752260398,8.67
53,Weekend,5.99,8.84,0,1,No,9.86,73.4,40.38,Low,12.253756260434058,8.84
53,Weekday,8.68,10.58,4,5,Yes,8.94,61.6,49.53,Low,7.096774193548388,14.58
53,Weekend,3.4,6.13,2,2,No,7.18,74.8,44.98,Low,22.0,8.129999999999999
54,Weekday,8.3,10.26,3,4,No,6.69,82.2,20.88,Low,9.903614457831324,13.26
54,Weekday,6.97,8.75,3,3,Yes,10.21,88.6,23.95,Low,12.711621233859397,11.75
54,Weekday,10.61,12.96,4,3,Yes,6.88,66.1,46.42,Low,6.229971724787935,16.96
54,Weekend,4.34,7.13,1,4,Yes,6.49,65.2,50.07,Low,15.023041474654379,8.129999999999999
54,Weekend,3.09,5.75,0,1,No,5.46,76.4,46.8,Low,24.724919093851135,5.75
54,Weekday,8.21,10.67,6,2,Yes,9.49,68.9,60.2,Low,8.392204628501826,16.67
54,Weekend,4.75,7.7,0,1,Yes,6.18,44.5,74.74,Medium,9.368421052631579,7.7
54,Weekday,6.45,8.58,5,4,No,6.42,53.7,77.76,Medium,8.325581395348838,13.58
54,Weekday,7.37,10.08,1,5,Yes,6.75,55.2,83.77,Medium,7.489823609226595,11.08
54,Weekday,8.55,12.26,0,3,No,7.72,40.0,96.31,Medium,4.678362573099415,12.26
55,Weekend,4.67,6.46,0,3,Yes,6.04,96.5,8.22,Low,20.663811563169165,6.46
55,Weekday,7.37,10.22,0,1,No,7.8,88.9,14.27,Low,12.062415196743556,10.22
55,Weekend,4.73,7.51,4,5,Yes,6.9,84.7,18.85,Low,17.906976744186046,11.51
55,Weekday,9.26,11.69,0,2,No,6.37,81.6,24.69,Low,8.812095032397409,11.69
55,Weekday,9.0,11.39,3,2,Yes,7.93,83.9,29.7,Low,9.322222222222223,14.39
55,Weekend,6.43,8.67,0,1,Yes,8.94,78.1,34.75,Low,12.146189735614307,8.67
55,Weekday,8.73,10.33,3,4,Yes,9.76,66.9,43.62,Low,7.6632302405498285,13.33
55,Weekday,9.61,13.27,2,5,No,6.8,67.3,48.46,Low,7.00312174817898,15.27
55,Weekend,5.55,7.79,0,4,Yes,6.89,72.1,48.67,Low,12.99099099099099,7.79
55,Weekend,3.85,5.63,2,3,Yes,7.52,63.0,53.79,Low,16.363636363636363,7.63
56,Weekend,5.63,7.22,2,1,Yes,6.62,93.8,12.97,Low,16.660746003552397,9.219999999999999
56,Weekend,4.19,8.02,2,1,Yes,6.67,86.6,19.27,Low,20.668257756563243,10.02
56,Weekend,5.84,8.54,1,5,No,5.59,85.6,21.98,Low,14.657534246575342,9.54
56,Weekend,5.51,7.77,4,3,Yes,5.83,79.1,29.28,Low,14.355716878402903,11.77
56,Weekday,8.01,10.91,0,5,Yes,6.77,84.0,31.68,Low,10.486891385767791,10.91
56,Weekday,9.7,12.3,4,5,No,6.75,77.8,40.41,Low,8.02061855670103,16.3
56,Weekday,9.14,10.91,2,5,No,4.84,69.9,49.1,Low,7.647702407002188,12.91
56,Weekday,9.14,11.31,4,4,Yes,6.19,58.8,60.81,Low,6.433260393873085,15.31
56,Weekend,5.61,7.53,1,4,No,7.23,61.9,61.05,Low,11.033868092691621,8.530000000000001
56,Weekday,9.44,12.39,5,5,Yes,9.44,59.7,68.45,Low,6.324152542372882,17.39
57,Weekday,9.07,12.94,0,2,No,8.44,84.9,20.31,Low,9.36052921719956,12.94
57,Weekday,9.14,10.93,2,2,No,4.89,77.9,31.21,Low,8.522975929978118,12.93
57,Weekend,5.15,7.72,1,2,No,9.09,78.2,32.48,Low,15.184466019417476,8.719999999999999
57,Weekend,4.58,6.3,2,1,No,6.86,70.7,38.02,Low,15.436681222707424,8.3
57,Weekend,3.0,5.43,1,1,No,6.94,77.5,35.84,Low,25.833333333333332,6.43
